"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
6787,"NHE3-NHERF2-ACTN4, Ca(2+) induced",3,2,66.67,"O43707, P48764, Q15599","GO:0002028;GO:0006885",11948184,-1.132,-1.043,-1.101,-1.213,-1.34,0.157
6788,"SLC9A3R1-ACTN4 complex",2,2,100,"O14745, O43707","GO:0030036",26432781,-1.002,1.034,-1.095,-1.259,-1.341,0.077
6789,"EGFR-NHERF1-PTEN complex",3,1,33.33,"O14745, P00533, P60484","GO:0051898",26531778,NA,NA,NA,NA,NA,NA
6790,"NHERF1-PRKCZ complex",2,1,50,"O14745, Q05513","GO:0007249",24196963,NA,NA,NA,NA,NA,NA
6791,"NHERF1-NPT2A-EZR complex",3,2,66.67,"O14745, P15311, Q06495","GO:0006817;GO:0071374",22628548,1.065,1.001,-1.216,-1.495,-1.609,0.051
6793,"PDZK1-NHERF1-EZR complex",3,2,66.67,"O14745, P15311, Q5T2W1","GO:0032528",20237154,1.065,1.001,-1.216,-1.495,-1.609,0.051
6794,"LPAR2-TRIP6-NHERF2 complex, LPA stimulated",3,2,66.67,"Q15599, Q15654, Q9HBW0","GO:0043066",19293149,-1.119,-1.102,-1.147,-1.323,-1.565,0.159
6799,"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex",5,3,60,"P17252, P21453, P27361, P28482, P35968","GO:0016477;GO:0070371",20501673,-1.079,-1.148,-1.304,-1.341,-1.363,0.483
6800,"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex",5,3,60,"O95136, P17252, P27361, P28482, P35968","GO:0016477;GO:0070371",20501673,-1.079,-1.148,-1.304,-1.341,-1.363,0.483
6801,"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex",5,3,60,"P17252, P27361, P28482, P35968, Q99500","GO:0016477;GO:0070371",20501673,-1.079,-1.148,-1.304,-1.341,-1.363,0.483
6802,"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex",5,3,60,"P17252, P27361, P28482, P35968, Q9H228","GO:0016477;GO:0070371",20501673,-1.079,-1.148,-1.304,-1.341,-1.363,0.483
6806,"IGF1R-CXCR4-GNAI2-GNB1 complex",4,2,50,"P04899, P08069, P61073, P62873","GO:0016477",16172123,-1.163,1.38,1.394,1.034,1.037,0.208
6811,"RXFP1 signalosome",6,1,16.67,"P17612, P24588, P32121, Q08462, Q08499-2, Q9HBX9","GO:0007186;GO:0043949;GO:0009725",20664520,NA,NA,NA,NA,NA,NA
6815,"DRD4-KLHL12-CUL3 complex",3,1,33.33,"P21917, Q13618, Q53G59","GO:0031396",18303015,NA,NA,NA,NA,NA,NA
6816,"ULK1-ATG13-ATG14-PIK3C3 complex",4,1,25,"O75143, O75385, Q6ZNE5, Q8NEB9","GO:0000045;GO:0010506",27046250,NA,NA,NA,NA,NA,NA
6817,"Ubiquitin E3 ligase (CUL1, FBXO18, RBX1, SKP1A)",4,3,75,"P62877, P63208, Q13616, Q8NFZ0","GO:0016567;GO:0032508;GO:0031146;GO:0006511",15118074,-2.433,-1.057,-2.609,-2.991,-2.982,0.998
6820,"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)",5,1,20,"O14791, P00739, P01871, P02647, P02751","GO:0097006",26586272,NA,NA,NA,NA,NA,NA
6838,"IGF2BP1 complex",9,9,100,"O60506, O95793, P61254, P62753, P67809, Q00839, Q08211, Q15717, Q9NZI8","GO:0048255;GO:0005737",19029303,-1.055,-1.239,-1.268,-1.352,-1.459,0.052
6844,"NIF-1-DBC1-EMSY complex",3,1,33.33,"Q7Z589, Q8N163, Q9H4Z2","GO:0048384;GO:0006351",19131338,NA,NA,NA,NA,NA,NA
6845,"NIF1-ASH2L-RBBP5-WDR5 complex",4,2,50,"P61964, Q15291, Q9H4Z2, Q9UBL3","GO:0016571",19131338,-1.02,1.246,1.319,-1.018,-1.418,1
6846,"DBC1-SIRT1 complex",2,1,50,"Q8N163, Q96EB6","GO:0090311;GO:0043065",18235502,NA,NA,NA,NA,NA,NA
6847,"DBIRD complex",2,2,100,"Q5BKZ1, Q8N163","GO:0000381;GO:0006368",22446626,-1.083,1.143,1.047,-1.158,-1.217,0.293
6848,"IRF2BP2-IRF2BP1-IRF2BPL complex",3,2,66.67,"Q7Z5L9, Q8IU81, Q9H1B7","GO:0045892;GO:0042981",21444724,1.144,1.379,1.142,1.184,1.002,1
6849,"WRAD  complex (WDR5, RBBP5, ASH2L, DPY30)",4,3,75,"P61964, Q15291, Q9C005, Q9UBL3","GO:0097692",21106533,-1.066,1.149,1.153,-10.66,-1.326,0.999
6850,"WRA complex (WDR5, RBBP5, ASH2L)",3,2,66.67,"P61964, Q15291, Q9UBL3","GO:0097692",21106533,-1.02,1.246,1.319,-1.018,-1.418,1
6851,"MWRAD complex (MLL1, WDR5, RBBP5, ASH2L, DPY30)",5,3,60,"P61964, Q03164, Q15291, Q9C005, Q9UBL3","GO:0097692;GO:0044648",21106533,-1.066,1.149,1.153,-10.66,-1.326,0.999
6852,"COPRS-PRMT5-RUNX1-CBFB complex",4,3,75,"O14744, Q01196, Q13951, Q9NQ92","GO:0006351;GO:0042692",22193545,-1.06,1.668,1.6,1.481,1.194,1
6853,"COPRS-PRMT5 complex",2,1,50,"O14744, Q9NQ92","GO:0043985;GO:0005634;GO:0006355",18404153,NA,NA,NA,NA,NA,NA
6854,"5FMC (Friends of Methylated Chtop) complex",5,4,80,"Q8IZL8, Q9BV38, Q9H4L4, Q9NXF1, Q9Y4W2","GO:0016926;GO:0006351",22872859,-1,1.235,1.229,1.121,1.028,0.171
6855,"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex",6,5,83.33,"Q5SY16, Q8IZL8, Q9BV38, Q9H4L4, Q9NXF1, Q9Y4W2","GO:0042254;GO:0005730;GO:0006364",22190735,-1.008,1.287,1.194,1.116,1.038,0.177
6856,"PeBoW complex",3,3,100,"O00541, Q14137, Q9GZL7","GO:0006364;GO:0042254",16043514,-1.21,-1.152,-1.091,-1.294,-1.564,0.049
6857,"PELP1-TEX10-WDR18 complex",3,3,100,"Q8IZL8, Q9BV38, Q9NXF1","GO:0042254;GO:0006364",21326211,1,1.235,1.23,1.122,1.028,0.158
6858,"CHTOP-methylosome complex",5,5,100,"O14744, P84090, Q99873, Q9BQA1, Q9Y3Y2","GO:0043985;GO:0006355;GO:0002056",25284789,1.055,1.273,1.338,1.398,1.365,0.243
6859,"HRD1 complex",13,7,53.85,"O94905, P11021, P14625, P35613, Q13438, Q86TM6, Q96CS3, Q96DZ1, Q9GZP9, Q9UBU6, Q9UBV2, Q9Y385, Q9Y679","GO:0034976;GO:0005789",28411238,1.063,1.029,-1.095,-1.317,-1.36,0.071
6860,"E6AP-HERC2-MAPK6-NEURL4 complex",4,2,50,"O95714, Q05086, Q16659, Q96JN8","GO:0046605",22645313,-1.087,-1.132,-1.079,-1.108,-1.015,1
